"MOVIEID","IMDBID","TITLE","GENRES","TITLETYPE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","ORIGINAL_LANGUAGE","RUNTIMEMINUTES","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING"
173345,"0179955","Cat City","Animation|Children","movie",1986,"02/10/1986",96,"none",0.191617,"en","96","Béla Ternovszky",0,"Miklós Benedek",0,"László Sinkó",0,8.4,9089,0,0,19,7.8,26,3.57692307692307692307692307692307692308
124494,"0039365","The Fabulous Dorseys","Drama","movie",1947,"26/02/1947",88,"Embassy Productions",0.008121,"en","88","Alfred E. Green",0,"Tommy Dorsey",2,"Jimmy Dorsey",2,5.5,454,0,0,0,0,2,4
8672,"0050171","Battle Hymn","Drama","movie",1957,"14/02/1957",109,"Universal International Pictures (UI)",0.035553,"en","108","Douglas Sirk",2,"Rock Hudson",2,"Anna Kashfi",1,6.4,952,0,0,3,7.3,15,3.56666666666666666666666666666666666667
125113,"0041847","Scene of the Crime","Crime","movie",1949,"28/07/1949",94,"Metro-Goldwyn-Mayer (MGM)",0.176348,"en","94","Roy Rowland",2,"Van Johnson",2,"Arlene Dahl",1,6.6,1034,0,0,5,6.4,10,3.1
114457,"0066927","Cold Turkey","Comedy","movie",1971,"19/02/1971",99,"Tandem Productions",0.010029,"en","99","Norman Lear",2,"Dick Van Dyke",2,"Pippa Scott",1,6.7,1813,0,11000000,3,8,10,3.4
144778,"0078508","Wolf Lake","Thriller","movie",1980,"01/01/1980",88,"none",0.074195,"en","88","Burt Kennedy",2,"none",0,"Rod Steiger",2,6.1,229,0,0,4,6.6,2,3
68392,"0210094","Happy Campers","Comedy","movie",2001,"21/01/2001",94,"DiNovi Pictures",0.479288,"en","94","Daniel Waters",2,"Justin Long",2,"Jaime King",1,5.5,2573,15000000,0,9,5.6,27,2.74074074074074074074074074074074074074
180425,"0051453","Carry On Sergeant","Comedy|War","movie",1958,"15/08/1958",84,"Peter Rogers Productions",1.131144,"en","84","Gerald Thomas",2,"William Hartnell",2,"Bob Monkhouse",2,6.3,2182,0,0,13,6.7,7,3.57142857142857142857142857142857142857
144022,"0138393","The Decline of Western Civilization Part III","Documentary","movie",1998,"01/01/1998",86,"none",0.018317,"en","86","Penelope Spheeris",0,"none",0,"Rick Wilder",0,7.1,1023,0,0,8,6.6,9,3.38888888888888888888888888888888888889
33389,"0073109","The Hiding Place","Drama|War","movie",1975,"04/05/1975",150,"none",0.15,"en","150","James F. Collier",2,"Julie Harris",1,"Jeannette Clift",1,7.6,1677,0,0,5,6.1,12,3.58333333333333333333333333333333333333
147000,"0081165","The Mystery of Oberwald","(no genres listed)","movie",1980,"03/09/1981",129,"none",0.000139,"en","129","Michelangelo Antonioni",2,"Monica Vitti",1,"Paolo Bonacelli",0,6.3,733,0,0,2,7.5,2,3.5
6915,"0099250","Chicago Joe and the Showgirl","Drama","movie",1990,"16/05/1990",103,"New Line Cinema",0.212238,"en","103","Bernard Rose",2,"Kiefer Sutherland",2,"Emily Lloyd",1,5,621,0,0,3,4.5,11,2.40909090909090909090909090909090909091
124430,"0065184","Viva Max!","(no genres listed)","movie",1969,"01/12/1969",93,"Commonwealth United Entertainment",0.006677,"en","93","Jerry Paris",2,"Peter Ustinov",2,"Jonathan Winters",2,6.1,411,0,0,0,0,2,2.5
176047,"0074286","Carry On England","Comedy","movie",1976,"01/10/1976",89,"The Rank Organisation",0.129316,"en","89","Gerald Thomas",2,"Kenneth Connor",2,"Windsor Davies",0,4.1,1680,0,0,10,4.5,3,3.66666666666666666666666666666666666667
113701,"0054753","The Clown and The Kid","Drama","movie",1961,"27/12/1961",65,"none",0.000437,"en","65","Edward L. Cahn",2,"John Lupton",2,"Michael McGreevey",0,4.4,17,0,0,0,0,1,3
194328,"0080448","Toxic Zombies","Horror","movie",1980,"01/10/1980",89,"CM Productions",0.0005,"en","89","Charles McCrann",0,"Charles McCrann",0,"Beverly Shapiro",0,4,756,0,0,8,4.1,4,2.375
77481,"0033787","King of the Zombies","Comedy|Horror","movie",1941,"14/05/1941",67,"Monogram Pictures",0.134365,"en","67","Jean Yarbrough",2,"Dick Purcell",2,"Joan Woodbury",1,5.3,1862,0,0,7,5.3,14,2.10714285714285714285714285714285714286
120614,"0452632","How to Eat Your Watermelon in White Company (and Enjoy It)","Documentary","movie",2005,"01/01/2005",0,"none",0.026188,"en","85","Joe Angio",0,"none",0,"Marva Allen",0,7.3,174,0,0,0,0,2,3.25
131690,"0099138","The Big Steal","Comedy","movie",1990,"20/09/1990",99,"Cascade Films",0.153265,"en","99","Nadia Tass",0,"Ben Mendelsohn",2,"Claudia Karvan",1,7,913,0,0,5,6,4,3.25
145976,"0047184","Living It Up","Comedy","movie",1954,"15/07/1954",95,"Paramount Pictures",0.118767,"en","95","Norman Taurog",2,"Dean Martin",2,"Jerry Lewis",2,6.7,1374,0,0,4,7.8,3,3.5
196331,"0049196","Eyewitness","(no genres listed)","movie",1956,"14/08/1956",82,"none",0.047768,"en","82","Muriel Box",1,"Donald Sinden",2,"Muriel Pavlow",1,6.2,190,0,0,0,0,1,1.5
164210,"0118214","Zarkorr! The Invader","Sci-Fi","movie",1996,"30/04/1996",80,"Full Moon Entertainment",0.008114,"en","80","Michael Deak",0,"none",0,"Franklin A. Vallette",0,3.7,274,0,0,1,5,1,0.5
98389,"0051881","The Lost Missile","Sci-Fi","movie",1958,"01/12/1958",70,"none",0.000316,"en","70","William Berke",2,"Robert Loggia",2,"Ellen Parker",1,5.2,498,0,0,3,4.3,1,2
76731,"1519402","Taqwacore: The Birth of Punk Islam","Documentary","movie",2009,"03/11/2009",80,"none",0.000739,"en","80","Omar Majeed",0,"none",0,"none",0,6.6,198,0,0,1,6,4,3.25
86929,"0022386","The Sin of Madelon Claudet","Drama","movie",1931,"23/10/1931",75,"Metro-Goldwyn-Mayer (MGM)",0.00036,"en","75","Edgar Selwyn",2,"Helen Hayes",0,"Lewis Stone",2,6.7,755,0,0,3,2,4,2.5
87662,"0020695","The Bishop Murder Case","Mystery","movie",1929,"03/01/1930",88,"Metro-Goldwyn-Mayer (MGM)",0.034173,"en","88","Nick Grinde",2,"Basil Rathbone",2,"Leila Hyams",1,6.1,586,0,0,4,3.6,3,2.83333333333333333333333333333333333333
173039,"0059290","The Human Duplicators","Sci-Fi","movie",1965,"03/03/1965",80,"Woolner Brothers Pictures Inc.",0.000293,"en","100","Hugo Grimaldi",2,"George Nader",2,"Barbara Nichols",1,2.9,616,0,0,3,2,2,2
164276,"0238660","There's Only One Jimmy Grimble","Comedy","movie",2000,"25/08/2000",106,"Impact Pictures",0.552477,"en","106","John Hay",2,"Lewis McKenzie",0,"Jane Lapotaire",1,6.6,3498,0,0,29,6.9,2,3.25
165431,"0056063","Hemingway's Adventures of a Young Man","Drama|Romance","movie",1962,"25/07/1962",145,"Jerry Wald Productions",0.159719,"en","145","Martin Ritt",2,"Richard Beymer",2,"Diane Baker",0,6.4,467,0,0,1,4,2,3
180891,"0029539","Seventh Heaven","Drama|Romance","movie",1937,"25/03/1937",102,"Twentieth Century Fox Film Corporation",0.220825,"en","102","Henry King",2,"Simone Simon",1,"James Stewart",2,7.1,666,0,0,1,6.5,2,3.5
134540,"0019451","Tempest","Drama|Romance","movie",1928,"27/05/1928",111,"none",0.004136,"en","102","Sam Taylor",2,"John Barrymore",0,"Camilla Horn",1,6.8,326,0,0,2,7,2,3.5
34216,"0363029","Rick","Comedy|Drama","movie",2003,"01/01/2003",100,"none",0.145765,"en","100","Curtiss Clayton",2,"Bill Pullman",2,"Aaron Stanford",2,6,804,0,0,3,5.2,5,2.6
92268,"0039743","Queen of the Amazons","Action|Adventure|Mystery|Romance","movie",1947,"15/01/1947",61,"Screen Guild Productions",0.04305,"en","61","Edward Finney",2,"Robert Lowery",2,"Patricia Morison",1,3.6,641,0,0,3,3,3,1.66666666666666666666666666666666666667
175555,"0347203","How to Be Louise","(no genres listed)","movie",1990,"01/01/1990",82,"none",0.000126,"en","82","Anne Flournoy",0,"Lea Floden",0,"Steve Ahern",0,6.8,14,0,0,0,0,1,0.5
155972,"0072882","Down and Dirty Duck","Animation|Comedy","movie",1974,"01/07/1974",70,"Murakami-Wolf Productions",0.002025,"en","75","Charles Swenson",0,"Howard Kaylan",0,"Mark Volman",0,5.2,388,0,0,2,4.5,2,4.25
117985,"0043288","Anne of the Indies","Action|Adventure|Drama|Romance","movie",1951,"18/10/1951",81,"Twentieth Century Fox Film Corporation",0.287997,"en","81","Jacques Tourneur",0,"Jean Peters",1,"Louis Jourdan",2,6.7,1125,0,0,6,7.1,3,3.5
198585,"0137584","Franco ...ese hombre","(no genres listed)","movie",1964,"28/12/1963",96,"none",0.000291,"en","103","José Luis Sáenz de Heredia",2,"Ángel Picazo",0,"Francisco Franco",2,4.7,84,0,0,0,0,1,2.5
197973,"2411112","Longwave","Comedy","movie",2013,"11/08/2013",85,"Rita Productions",0.107891,"en","85","Lionel Baier",0,"Valérie Donzelli",1,"Michel Vuillermoz",2,6.5,525,0,0,12,5.6,1,2
124384,"0045824","The Glass Wall","Crime|Thriller","movie",1953,"19/03/1953",82,"Columbia Pictures",0.213449,"en","82","Maxwell Shane",2,"Vittorio Gassman",0,"Gloria Grahame",1,6.8,569,0,0,4,4.5,1,2
205865,"0116511","A Mongolian Tale","(no genres listed)","movie",1995,"01/01/1995",103,"none",0.000143,"en","106","Xie Fei",0,"none",0,"none",0,6.9,220,0,0,1,8,1,4
144484,"0452345","No. 2","Comedy|Drama","movie",2006,"16/02/2006",94,"Numero Films Ltd",0.04569,"en","94","Toa Fraser",0,"Ruby Dee",1,"Taungaroa Emile",0,6.6,569,5000000,0,2,6.5,2,2.25
146586,"0093763","Positive I.D.","Crime|Drama|Thriller","movie",1986,"28/10/1986",95,"none",0.013293,"en","95","Andy Anderson",0,"Stephanie Rascoe",0,"John S. Davies",2,6,255,0,0,1,8,2,3.5
149278,"0037906","A Medal For Benny","(no genres listed)","movie",1945,"16/04/1945",77,"Paramount Pictures",0.08221,"en","77","Irving Pichel",2,"Dorothy Lamour",1,"Arturo de Córdova",2,6.4,128,0,0,1,0,1,2.5
175941,"0379063","Squint Your Eyes","Comedy|Drama","movie",2002,"24/10/2003",88,"none",0.001029,"en","88","Andrzej Jakimowski",2,"Zbigniew Zamachowski",2,"Ola Prószynska",0,6.7,838,0,0,2,8,3,3.16666666666666666666666666666666666667
87036,"0254325","Comedy of Innocence","Drama|Thriller","movie",2000,"01/09/2000",100,"none",0.000951,"en","100","Raúl Ruiz",2,"Isabelle Huppert",1,"Jeanne Balibar",1,6.6,815,0,0,2,5,8,3
181483,"4922524","Flesh and Blood","Drama","movie",2017,"11/03/2017",88,"none",0.021461,"en","90","Mark Webber",2,"Mark Webber",2,"Cheri Honkala",0,5.5,124,0,0,1,9,1,3
180485,"0077401","Date with a Kidnapper","Crime|Drama|Romance","movie",1976,"01/01/1976",76,"Frederick Productions",0.0009,"en","76","Frederick R. Friedel",0,"Jack Canon",2,"Leslie Rivers",0,5.9,200,0,0,2,5,1,2.5
111538,"0070916","Wicked, Wicked","Horror|Mystery|Thriller","movie",1973,"13/06/1973",95,"Metro-Goldwyn-Mayer (MGM)",0.050625,"en","95","Richard L. Bare",2,"David Bailey",2,"Tiffany Bolling",1,5.5,483,0,0,2,5.5,1,2.5
195747,"0410466","Le pont des Arts","Drama","movie",2004,"10/11/2004",126,"MACT Productions",0.018333,"en","126","Eugène Green",0,"Natacha Régnier",1,"Adrien Michaux",0,6.9,810,0,0,2,7,3,3.5
106351,"0051369","Apache Territory","Action|Western","movie",1958,"01/09/1958",77,"Columbia Pictures Corporation",0.127617,"en","71","Ray Nazarro ",2,"Rory Calhoun",2,"Barbara Bates",1,5.8,380,0,0,3,4.7,3,2.83333333333333333333333333333333333333
109701,"0041127","Any Number Can Play","Drama","movie",1949,"15/07/1949",112,"Metro-Goldwyn-Mayer (MGM)",0.038367,"en","112","Mervyn LeRoy",2,"Clark Gable",2,"Alexis Smith",1,6.9,647,0,0,3,5.5,1,3
113955,"0021647","Beauty and the Boss","Comedy|Romance","movie",1932,"09/04/1932",66,"Warner Bros.",0.001103,"en","66","Roy Del Ruth",2,"Warren William",0,"Marian Marsh",1,6.9,464,0,0,1,7,1,2.5
155004,"0065378","May Morning","Thriller","movie",1970,"02/08/1970",101,"Mondial Televisione Film",0.027446,"en","101","Ugo Liberatore",0,"none",0,"Jane Birkin",1,5.7,85,0,0,0,0,1,2
110889,"0254703","The Point Men","Action|Drama","movie",2001,"07/09/2001",100,"none",0.134987,"en","100","John Glen",2,"Christopher Lambert",2,"Vincent Regan",2,4.4,1037,0,0,6,4.3,2,3
155559,"0133233","Tie Pimeään","Crime|Drama|Thriller","movie",1962,"04/01/1963",103,"none",0.000401,"en","103","Ossi Skurnik",0,"none",0,"Jarno Hiilloskorpi",0,6.5,63,0,0,1,4.5,1,3.5
171445,"0478166","The Heart of the Game","Documentary","movie",2005,"01/01/2005",97,"none",0.000394,"en","97","Ward Serrill",2,"none",0,"none",0,7.5,903,0,0,0,0,2,3.5
134687,"0028799","Don't Tell the Wife","Comedy","movie",1937,"05/03/1937",62,"RKO Radio Pictures",0.045675,"en","62","Christy Cabanne",1,"Guy Kibbee",0,"Una Merkel",1,6.1,144,0,0,0,0,1,2
117960,"0040080","Against the Wind","Action|Drama|War","movie",1948,"01/02/1948",96,"none",0.107848,"en","96","Charles Crichton",2,"Robert Beatty",2,"Simone Signoret",1,6.5,457,0,0,1,6,1,3.5
172317,"0928364","Heber Holiday","Comedy|Romance","movie",2007,"15/09/2007",98,"Flynn-Daines",0.007442,"en","97","none",1,"Jimmy Chunga",2,"Daryl Allen",0,3.4,109,500000,0,3,5.2,1,3.5
121883,"0031450","The Housekeeper's Daughter","Comedy","movie",1939,"26/10/1939",80,"Hal Roach Studios",0.385176,"en","80","Hal Roach",2,"Joan Bennett",1,"Adolphe Menjou",2,6.2,226,0,0,1,6,1,3
7482,"0070034","Enter the Dragon","Action|Crime","movie",1973,"17/08/1973",99,"Golden Harvest Company",2.76499,"en","102","Robert Clouse",2,"Bruce Lee",2,"Sammo Hung",2,7.7,92515,850000,90000000,454,7.3,3076,3.7719440832249674902470741222366710013
367,"0110475","The Mask","Action|Comedy|Crime|Fantasy","movie",1994,"29/07/1994",101,"New Line Cinema",6.286627,"en","101","Chuck Russell",2,"Jim Carrey",2,"Cameron Diaz",1,6.9,330350,23000000,351583407,2184,6.6,34621,3.18303919586378209757083850841974524133
44199,"0454848","Inside Man","Crime|Drama|Thriller","movie",2006,"23/03/2006",129,"Imagine Entertainment",2.602143,"en","129","Spike Lee",2,"Denzel Washington",2,"Clive Owen",2,7.6,324677,45000000,184376254,1517,7.3,8551,3.89065606361829025844930417495029821074
6663,"0075066","The Pink Panther Strikes Again","Comedy|Crime","movie",1976,"15/12/1976",103,"United Artists",1.354292,"en","103","Blake Edwards",2,"Peter Sellers",2,"Herbert Lom",2,7.2,26648,6000000,33833201,107,7,1349,3.61230541141586360266864343958487768718
317,"0111070","The Santa Clause","Comedy|Drama|Fantasy","movie",1994,"10/11/1994",97,"Walt Disney Pictures",1.667761,"en","97","John Pasquin",2,"Tim Allen",2,"Judge Reinhold",2,6.5,91154,22000000,189833357,447,6.3,15733,3.12807474734634208351871861691984999682
151,"0114287","Rob Roy","Action|Drama|Romance|War","movie",1995,"13/04/1995",139,"United Artists",2.197662,"en","139","Michael Caton-Jones",2,"Liam Neeson",2,"Jessica Lange",1,6.9,39455,28000000,31596911,137,6.5,11595,3.53139284174213022854678740836567485985
1213,"0099685","GoodFellas","Crime|Drama","movie",1990,"12/09/1990",145,"Winkler Films",7.243304,"en","146","Martin Scorsese",2,"Robert De Niro",2,"Ray Liotta",2,8.7,967347,25000000,46836394,2881,8.2,32663,4.18052536509200012246272540795395401525
27,"0114011","Now and Then","Children|Drama","movie",1995,"20/10/1995",100,"New Line Cinema",1.112749,"en","100","Lesli Linka Glatter",1,"Christina Ricci",1,"Rosie O'Donnell",0,6.8,26052,12000000,27400000,82,6.5,1577,3.40393151553582752060875079264426125555
1243,"0100519","Rosencrantz & Guildenstern Are Dead","Comedy|Drama","movie",1990,"08/02/1991",117,"Brandenberg",1.217901,"en","117","Tom Stoppard",2,"Gary Oldman",2,"Tim Roth",2,7.5,20201,0,0,67,7.2,4013,3.93309244953899825566907550461001744331
902,"0054698","Breakfast at Tiffany's","Drama|Romance","movie",1961,"05/10/1961",110,"Jurow-Shepherd",4.320575,"en","115","Blake Edwards",2,"Audrey Hepburn",0,"George Peppard",2,7.7,158971,2500000,9500000,959,7.6,10145,3.82651552488910793494332183341547560375
1363,"0117372","The Preacher's Wife","Drama","movie",1996,"13/12/1996",124,"Touchstone Pictures",0.813439,"en","123","Penny Marshall",1,"Denzel Washington",2,"Whitney Houston",1,5.6,10588,40000000,48093211,52,5.3,1577,3.0833861762840837032339885859226379201
532,"0111127","Serial Mom","Comedy|Crime|Horror","movie",1994,"13/04/1994",95,"Savoy Pictures",0.708395,"en","95","John Waters",2,"Kathleen Turner",1,"Sam Waterston",2,6.8,25831,13000000,7820688,116,6.3,5555,3.06102610261026102610261026102610261026
656,"0116168","Eddie","Comedy","movie",1996,"31/05/1996",100,"Hollywood Pictures",0.316361,"en","100","Steve Rash",2,"Whoopi Goldberg",1,"Frank Langella",2,5.2,9042,0,0,43,5.4,1138,2.87082601054481546572934973637961335677
1099,"0029992","A Christmas Carol","Children|Drama|Fantasy","movie",1938,"16/12/1938",69,"Loew's",0.661607,"en","69","Edwin L. Marin",2,"Reginald Owen",0,"Gene Lockhart",2,7.5,5878,0,0,32,7,1967,3.82638535841382816471784443314692425013
2686,"0120802","The Red Violin","Drama|Mystery","movie",1998,"10/09/1998",131,"Rhombus Media",1.056785,"en","130","François Girard",2,"Carlo Cecchi",2,"Irene Grazioli",1,7.6,30813,18000000,9495408,93,7.2,5456,3.89360337243401759530791788856304985337
6180,"0100442","Q & A","Crime|Drama","movie",1990,"27/04/1990",132,"TriStar Pictures",0.43053,"en","132","Sidney Lumet",0,"Nick Nolte",2,"Timothy Hutton",2,6.6,5036,0,0,19,6.6,114,3.15789473684210526315789473684210526316
949,"0048028","East of Eden","Drama","movie",1955,"09/03/1955",115,"Warner Bros.",2.016721,"en","118","Elia Kazan",2,"James Dean",0,"Julie Harris",1,7.9,38532,0,0,149,7.5,2114,3.90231788079470198675496688741721854305
2748,"0092534","Allan Quatermain and the Lost City of Gold","Action|Adventure|Comedy","movie",1986,"17/12/1986",99,"Golan-Globus",1.738715,"en","99","Gary Nelson",2,"Richard Chamberlain",2,"Sharon Stone",1,4.6,8484,0,0,58,4.6,862,2.22505800464037122969837587006960556845
352,"0109504","Crooklyn","Comedy|Drama","movie",1994,"13/05/1994",115,"Universal Pictures",0.263313,"en","115","Spike Lee",2,"Alfre Woodard",1,"Delroy Lindo",2,7,8620,0,0,27,6.7,1228,3.28094462540716612377850162866449511401
3385,"0090274","Volunteers","Comedy","movie",1985,"16/08/1985",107,"TriStar Pictures",0.358075,"en","107","Nicholas Meyer",2,"Tom Hanks",2,"John Candy",2,5.5,8217,0,0,36,5.6,605,2.63801652892561983471074380165289256198
8132,"0104346","Gladiator","Action|Drama","movie",1992,"06/03/1992",101,"Columbia Pictures Corporation",0.314721,"en","101","Rowdy Herrington",2,"James Marshall",2,"T.E. Russell",2,6.5,7872,0,9,28,5.7,3285,3.9
6881,"0311648","Pieces of April","Comedy|Drama","movie",2003,"19/01/2003",81,"Kalkaska Productions",0.216552,"en","80","Peter Hedges",2,"Katie Holmes",1,"Derek Luke",2,7,19732,300000,0,58,6.6,1284,3.57632398753894080996884735202492211838
5499,"0075147","Robin and Marian","Adventure|Drama|Romance","movie",1976,"11/03/1976",106,"Columbia Pictures Corporation",0.968456,"en","106","Richard Lester",0,"Sean Connery",2,"Audrey Hepburn",0,6.5,10826,0,0,46,6.7,338,3.23520710059171597633136094674556213018
1062,"0117781","The Sunchaser","Drama","movie",1996,"29/05/1996",122,"Regency Enterprises",0.412023,"en","122","Michael Cimino",2,"none",0,"none",0,6.2,3663,0,0,8,6.1,72,2.94444444444444444444444444444444444444
183837,"5083738","The Favourite","Drama","movie",2018,"",0,"Element Pictures",0.18338,"en","119","Yorgos Lanthimos",2,"Emma Stone",1,"Rachel Weisz",1,7.6,154626,0,0,1,10,1296,3.82986111111111111111111111111111111111
5771,"0082782","My Bloody Valentine","Drama|Horror|Thriller","movie",1981,"11/02/1981",90,"Paramount Pictures",0.709703,"en","90","George Mihalka",2,"Paul Kelman",2,"Lori Hallier",1,6.3,16733,2200000,0,69,6.4,209,2.68421052631578947368421052631578947368
4675,"0098471","Three Fugitives","Action|Comedy","movie",1989,"27/01/1989",96,"Touchstone Pictures",0.976477,"en","96","Francis Veber",2,"Nick Nolte",2,"Martin Short",2,6.2,10289,15000000,40590000,43,6.1,447,2.82885906040268456375838926174496644295
71282,"1286537","Food, Inc.","Documentary","movie",2008,"07/09/2008",94,"Magnolia Pictures",0.568259,"en","94","Robert Kenner",2,"Michael Pollan",0,"Eric Schlosser",2,7.8,48629,0,0,208,7.3,1296,3.77854938271604938271604938271604938272
6061,"0304267","Kedma","Drama|War","movie",2002,"05/05/2002",100,"none",0.061172,"en","100","Amos Gitai",2,"Andrei Kashkar",0,"Moni Moshonov",0,5.8,615,0,0,3,5,19,2.21052631578947368421052631578947368421
3682,"0070355","Magnum Force","Action|Crime|Drama|Thriller","movie",1973,"23/12/1973",124,"Warner Bros.",2.237658,"en","124","Ted Post",2,"Clint Eastwood",2,"Hal Holbrook",2,7.2,53602,0,39768000,226,7.1,1515,3.58745874587458745874587458745874587459
4329,"0053221","Rio Bravo","Western","movie",1959,"17/03/1959",141,"Warner Bros.",2.408634,"en","141","Howard Hawks",0,"John Wayne",2,"Dean Martin",2,8,53420,0,5800000,236,7.5,1397,3.86542591267000715819613457408732999284
4353,"0086508","Uncommon Valor","Action|War","movie",1983,"16/12/1983",105,"Paramount Pictures",0.315713,"en","105","Ted Kotcheff",2,"Gene Hackman",2,"Fred Ward",2,6.4,8593,0,27900000,47,6.2,326,3.1671779141104294478527607361963190184
2656,"0048696","Tarantula","Horror|Sci-Fi","movie",1955,"14/12/1955",80,"Universal International Pictures (UI)",0.820926,"en","80","Jack Arnold",2,"John Agar",2,"Mara Corday",1,6.5,8165,0,0,56,6.1,366,2.79508196721311475409836065573770491803
