"","TITLE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING","REVENUElog","drama","romance","thriller","comedy","sci-fi","adventure","animation","children","imax","musical","action","mystery","crime","war","western","fantasy","horror","documentary","film-noir","NO_GENRE"
"8883","Father of the Bride Part II",1995,"10/02/1995",106,"Sandollar Productions",1.511673,"Charles Shyer",2,"Steve Martin",0,"Diane Keaton",1,6,32862,0,76578911,154,5.7,11714,3.05843435205737,18.1538322965476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8884","Men of Honor",2000,"13/09/2000",129,"Fox 2000 Pictures",2.7139,"George Tillman, Jr.",2,"Robert De Niro",2,"Cuba Gooding Jr.",2,7.2,104000,17.281246492014,48814909,508,7,3852,3.62058670820353,17.7035463569446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8885","Babylon A.D.",2008,"20/08/2008",101,"StudioCanal",2.115268,"Mathieu Kassovitz",2,"Vin Diesel",2,"Michelle Yeoh",1,5.6,91784,18.0640058142993,72108608,633,5.4,1089,2.88613406795225,18.0936839987332,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8886","Madagascar",2005,"25/05/2005",86,"DreamWorks SKG",4.334485,"Eric Darnell",2,"Ben Stiller",2,"Chris Rock",2,6.9,350805,18.1329986848339,532680671,2927,6.5,6871,3.3605006549265,20.0934326881428,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"8887","Major Payne",1995,"24/03/1995",95,"Universal Pictures",1.031622,"Nick Castle",2,"Damon Wayans",2,"Orlando Brown",2,6.2,29295,0,0,142,6.1,3757,2.88674474314613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8888","Friday",1995,"26/04/1995",91,"New Line Cinema",2.914553,"F. Gary Gray",2,"Ice Cube",2,"Chris Tucker",2,7.3,94970,15.0682738121739,28215918,474,7,4278,3.5583216456288,17.1553968801823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8889","Species",1995,"07/07/1995",108,"Metro-Goldwyn-Mayer (MGM)",3.036285,"Roger Donaldson",2,"Natasha Henstridge",1,"Ben Kingsley",2,5.8,71718,17.3708586480251,113000000,413,5.5,12993,2.83602709151081,18.5428983855262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8890","Slums of Beverly Hills",1998,"14/08/1998",91,"Fox Searchlight Pictures",0.68314,"Tamara Jenkins",0,"Natasha Lyonne",1,"Alan Arkin",2,6.6,11475,15.4249486703984,0,38,6.6,1754,3.4139110604333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8891","The Mark of Zorro",1940,"08/11/1940",94,"Twentieth Century Fox Film Corporation",2.018702,"Rouben Mamoulian",2,"Tyrone Power",2,"Linda Darnell",1,7.5,8964,0,0,31,6.8,897,3.58807134894091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8892","Bachelor Party",1984,"29/06/1984",105,"Bachelor Party Productions",2.475766,"Neal Israel",2,"Tom Hanks",2,"Tawny Kitaen",1,6.3,34283,15.607270193859,38435947,141,5.8,1851,3.05024311183144,17.4645037254801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8893","Good Night, and Good Luck.",2005,"16/09/2005",93,"2929 Productions",1.883902,"George Clooney",2,"David Strathairn",2,"Jeff Daniels",2,7.4,92202,15.7614208498767,54600000,256,6.8,4150,3.78361445783133,17.8155444590301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8894","Fled",1996,"19/07/1996",98,"Metro-Goldwyn-Mayer (MGM)",0.986271,"Kevin Hooks",2,"Laurence Fishburne",2,"Stephen Baldwin",2,5.4,8295,17.0343864228325,17193231,44,5.1,1288,2.83385093167702,16.6600263759747,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8895","Kundun",1997,"25/12/1997",134,"Touchstone Pictures",0.416363,"Martin Scorsese",2,"Tenzin Thuthob Tsarong",0,"Tencho Gyalpo",0,7,25243,17.1477151038538,5684789,88,6.8,1688,3.65965639810427,15.5533047451705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8896","Children of the Corn",1984,"09/03/1984",93,"Hal Roach Studios",1.375879,"Fritz Kiersch",2,"Peter Horton",2,"Linda Hamilton",1,5.7,45177,13.5923682566493,14000000,219,5.6,2520,2.63809523809524,16.4545679590081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8897","Threesome",1994,"08/04/1994",93,"TriStar Pictures",2.251185,"Andrew Fleming",2,"Josh Charles",2,"Stephen Baldwin",2,6.3,12298,0,0,52,6.2,3063,3.0871694417238,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8898","Virtuosity",1995,"04/08/1995",106,"Paramount Pictures",1.17098,"Brett Leonard",0,"Denzel Washington",2,"Russell Crowe",2,5.6,26991,17.2167079729598,24048000,154,5.3,4341,2.98548721492744,16.9955624325584,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8899","Shopgirl",2005,"21/10/2005",104,"Epsilon Motion Pictures",0.46703,"Anand Tucker",2,"Steve Martin",0,"Claire Danes",1,6.3,22964,16.1461507990065,11588205,68,5.7,817,3.25275397796818,16.2654984147241,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8900","The Return of the Living Dead",1985,"15/05/1985",91,"Hemdale Film Corporation",1.96767,"Dan O'Bannon",2,"Clu Gulager",2,"James Karen",2,7.3,51988,15.2018051690841,14237000,249,7.3,1327,3.45478522984175,16.4713548378354,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8901","Love Happens",2009,"18/09/2009",109,"Universal Pictures",0.958893,"Brandon Camp",2,"Aaron Eckhart",2,"Jennifer Aniston",1,5.7,30030,16.705882371416,36133014,169,5.6,258,2.94961240310078,17.4027175482998,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8902","Across the Sea of Time",1995,"20/10/1995",51,"Sony New Technologies",0.069636,"Stephen Low",2,"none",0,"Peter Reznick",0,6,231,0,0,2,3.5,75,2.99333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"8903","Prizzi's Honor",1985,"14/06/1985",124,"ABC Pictures",1.553821,"John Huston",2,"Jack Nicholson",2,"Kathleen Turner",1,6.7,21901,0,26657534,73,6.5,2129,3.58055425082198,17.0985824078249,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8904","Motel Hell",1980,"14/08/1980",102,"Camp Hill",1.232765,"Kevin Connor",2,"Rory Calhoun",2,"Paul Linke",2,6,9337,14.9141231799657,0,53,6.2,221,2.92081447963801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8905","The Unforgiven",1960,"01/01/1960",125,"James Productions",0.425362,"John Huston",2,"Burt Lancaster",2,"Audrey Hepburn",0,6.7,6901,0,0,31,5.7,1078,3.86363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8906","Beautiful Thing",1996,"21/06/1996",90,"Channel Four Films",0.171741,"Hettie MacDonald",0,"Linda Henry",1,"Glen Berry",2,7.5,21968,0,1500000,67,7.3,1249,3.94915932746197,14.2209763327389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8907","The Jane Austen Book Club",2007,"09/09/2007",106,"Mockingbird Pictures",1.806132,"Robin Swicord",1,"Kathy Baker",1,"Maria Bello",1,6.8,25454,0,0,108,6.7,473,3.37209302325581,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8908","Standing in the Shadows of Motown",2002,"15/11/2002",116,"none",0.086822,"Paul Justman",2,"Richard 'Pistol' Allen",0,"Jack Ashford",2,7.8,3294,0,0,12,7,452,3.84955752212389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"8909","Big Jake",1971,"26/05/1971",110,"Batjac Productions",0.898252,"George Sherman",2,"John Wayne",2,"Richard Boone",2,7.2,10651,0,0,49,6.8,208,3.47836538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8910","Undead",2003,"04/09/2003",97,"Spierigfilm",0.26247,"Michael Spierig",2,"Felicity Mason",1,"Mungo McKay",0,5.4,12418,0,0,54,5.5,254,2.98425196850394,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"8911","Prom Night",2008,"10/04/2008",88,"Alliance Films",0.41216,"Nelson McCormick",2,"Brittany Snow",1,"Scott Porter",2,3.9,32895,0,14796236,153,4.7,248,2.08266129032258,16.5098834496489,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"8912","Pathfinder",1987,"01/09/1987",86,"Filmkameratene A/S",1.272558,"Nils Gaup",2,"Mikkel Gaup",0,"Svein Scharffenberg",0,7.2,4699,0,0,23,7.3,39,3.43589743589744,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8913","Star Kid",1997,"16/01/1997",101,"Trimark Pictures",0.434909,"Manny Coto",2,"Joseph Mazzello",2,"Richard Gilliland",2,5.3,2374,0,7,14,4.5,330,2.22272727272727,2.07944154167984,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"8914","At the Earth's Core",1976,"01/07/1976",90,"Amicus Productions",0.930249,"Kevin Connor",2,"Doug McClure",2,"Peter Cushing",2,5.2,4014,0,0,33,5.4,81,2.57407407407407,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8915","The Big Heat",1953,"14/10/1953",89,"Columbia Pictures",1.262024,"Fritz Lang",2,"Glenn Ford",2,"Gloria Grahame",1,8,22057,0,0,99,7.9,701,3.97075606276747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8916","Tammy and the Bachelor",1957,"14/06/1957",89,"Universal International Pictures (UI)",0.408579,"Joseph Pevney",2,"Debbie Reynolds",1,"Leslie Nielsen",2,7,2089,0,0,7,7.8,10,3.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8917","Lady in the Lake",1946,"23/01/1947",105,"Metro-Goldwyn-Mayer (MGM)",0.700294,"Robert Montgomery",2,"Robert Montgomery",2,"Audrey Totter",1,6.6,4786,0,0,18,5.4,54,3.43518518518519,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"8918","Flipper",1963,"14/08/1963",87,"Ivan Tors Productions",0.53629,"James B. Clark",2,"Chuck Connors",2,"Luke Halpin",2,6.1,1596,0,0,15,5.1,87,2.83908045977011,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8919","The Disorderly Orderly",1964,"16/12/1964",89,"Paramount Pictures",0.396525,"Frank Tashlin",2,"Jerry Lewis",2,"Karen Sharpe",1,6.5,2715,0,0,15,5.9,60,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8920","ATL",2006,"31/03/2006",105,"Warner Bros.",1.109487,"Christian Robinson",0,"T.I.",0,"Evan Ross",2,6.1,10482,16.8112428815183,21170563,25,5.4,96,2.83854166666667,16.86812228423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8921","Above the Rim",1994,"23/03/1994",96,"New Line Cinema",0.548993,"Jeff Pollack",2,"Duane Martin",2,"Tupac Amaru Shakur",2,6.6,13242,0,0,35,6.6,420,3.04166666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8922","Gregory's Girl",1980,"23/04/1981",91,"National Film Finance Corporation (NFFC)",0.333762,"Bill Forsyth",2,"John Gordon Sinclair",2,"Dee Hepburn",0,7.1,7209,0,0,39,7,456,3.77412280701754,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8923","Gangster No. 1",2000,"09/06/2000",103,"Filmboard Berlin-Brandenburg (FBB)",0.827139,"Paul McGuigan",0,"Paul Bettany",2,"Malcolm McDowell",2,6.8,12809,0,0,53,6.5,235,3.17446808510638,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8924","Little Monsters",1989,"25/08/1989",102,"none",1.50909,"Richard Greenberg",2,"Fred Savage",2,"Howie Mandel",2,6.1,10751,15.7614208498767,793775,51,5.5,409,2.79951100244499,13.5845565845581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8925","American Strays",1996,"12/09/1996",97,"Harmony Gold",0.21605,"Michael Covert",2,"Luke Perry",2,"Eric Roberts",2,5.2,586,0,1910,4,6.5,74,2.54054054054054,7.55538194424027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8926","Hedd Wyn",1992,"01/01/1992",123,"none",7e-04,"Paul Turner",0,"none",0,"none",0,7,339,0,0,1,5,33,3.13636363636364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8927","Vivat, Naval Cadets!",1991,"06/06/1991",140,"Mosfilm",0.003302,"Svetlana Druzhinina",0,"Dmitriy Kharatyan",0,"Sergey Zhigunov",2,6.7,610,0,0,3,5.7,17,3.41176470588235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8928","Sounder",1972,"24/09/1972",105,"Radnitz/Mattel Productions",0.177762,"Martin Ritt",2,"Cicely Tyson",1,"Paul Winfield",2,7.5,3338,0,0,10,6.4,125,3.824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8929","When Willie Comes Marching Home",1950,"01/02/1950",82,"Twentieth Century Fox Film Corporation",0.032057,"John Ford",0,"Dan Dailey",2,"Corinne Calvet",1,6.5,600,0,0,4,7,4,3.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8930","Seance on a Wet Afternoon",1964,"19/06/1964",111,"Allied Film Makers",0.195332,"Bryan Forbes",0,"Kim Stanley",1,"Richard Attenborough",2,7.6,5633,0,0,27,6.9,144,3.73263888888889,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8931","In Dreams",1999,"15/01/1999",100,"DreamWorks SKG",0.483044,"Neil Jordan",0,"Annette Bening",1,"Aidan Quinn",2,5.5,12020,0,0,43,5.5,593,2.67116357504216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8932","Frogs",1972,"10/03/1972",91,"American International Pictures (AIP)",1.018027,"George McCowan",2,"Ray Milland",2,"Sam Elliott",2,4.4,5585,0,0,28,4.2,89,2.26966292134831,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"8933","Northwest Passage",1940,"23/02/1940",126,"Loew's",0.667359,"King Vidor",2,"Spencer Tracy",2,"Robert Young",2,7.1,3125,0,0,10,6.3,87,3.52873563218391,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"8934","An Unmarried Woman",1978,"26/05/1978",124,"Twentieth Century Fox Film Corporation",0.077711,"Paul Mazursky",2,"Jill Clayburgh",1,"Alan Bates",2,7.1,4306,14.7377837591302,24000000,16,6,66,3.35606060606061,16.9935644299789,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8935","Let's Make Money",2008,"30/10/2008",110,"none",0.066486,"Erwin Wagenhofer",0,"Mark Mobius",0,"none",0,7.5,1665,0,0,11,7.5,18,3.63888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8936","The Red House",1947,"16/03/1947",100,"Sol Lesser Productions",0.781316,"Delmer Daves",2,"Edward G. Robinson",2,"Lon McCallister",2,6.9,3122,0,0,16,5.5,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8937","Scenes from a Mall",1991,"22/02/1991",89,"Touchstone Pictures",0.692275,"Paul Mazursky",2,"Woody Allen",2,"Bette Midler",0,5.4,4489,14.9141231799657,9563393,18,4.6,199,2.53768844221106,16.0734532429431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8938","The Black Stallion Returns",1983,"25/03/1983",103,"none",0.510579,"Robert Dalva",2,"Kelly Reno",2,"Vincent Spano",2,6,1926,0,9800000,12,6.1,106,3,16.0978930456816,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8939","Shanghai Express",1932,"02/02/1932",80,"Paramount Pictures",0.156369,"Josef von Sternberg",2,"Marlene Dietrich",1,"Clive Brook",2,7.3,7033,0,0,33,6.4,77,3.68831168831169,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8940","Hickey & Boggs",1972,"04/10/1972",111,"Film Guarantors",1.069504,"Robert Culp",2,"Bill Cosby",2,"Robert Culp",2,6.4,960,0,0,10,6.5,14,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"8941","Dance of Outlaws",2012,"",85,"none",0.15,"none",1,"none",0,"none",0,5.7,23,0,0,0,0,4,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8942","Twice Upon a Time",1983,"05/08/1983",75,"Lucasfilm",0.010709,"John Korty",2,"none",0,"Marshall Efron",2,6.9,1063,0,0,6,5.7,20,3.075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"8943","House of Boys",2009,"20/11/2009",113,"Delux Productions",0.189228,"Jean-Claude Schlim",2,"Layke Anderson",2,"Benn Northover",0,6.6,1043,14.7318016898383,0,9,5.2,8,2.875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8944","Bones Brigade: An Autobiography",2012,"21/01/2012",90,"none",0.032059,"Stacy Peralta",2,"Tony Alva",2,"Steve Caballero",0,8.1,2286,4.70953020131233,0,19,7.9,34,3.64705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8945","The Ambulance",1990,"31/03/1990",91,"Epic Productions",1.126255,"Larry Cohen",2,"Eric Roberts",2,"James Earl Jones",0,5.9,2947,0,0,20,5.9,22,2.65909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8946","Images",1972,"01/05/1972",101,"Columbia Pictures Corporation",0.272878,"Robert Altman",2,"Susannah York",1,"Rene Auberjonois",2,7.1,4809,0,0,14,6.7,70,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8947","The Barbarians",1987,"01/03/1987",87,"Cannon Films",0.224748,"Ruggero Deodato",2,"Peter Paul",2,"David Paul",2,5,3311,0,0,6,5.1,8,2.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8948","You're Telling Me!",1934,"18/03/1934",66,"none",0.000573,"Erle C. Kenton",0,"W.C. Fields",2,"Joan Marsh",1,7.5,924,0,0,2,8.3,5,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8949","36 Hours",1964,"26/11/1964",115,"Cherokee Productions",1.201339,"George Seaton",2,"James Garner",2,"Eva Marie Saint",1,7.3,3454,0,0,18,6.9,24,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8950","I Can Get it For You Wholesale",1951,"05/04/1951",91,"Twentieth Century Fox Film Corporation",0.032691,"Michael Gordon",0,"Susan Hayward",1,"Dan Dailey",2,6.7,430,0,0,1,6.5,4,3.375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8951","The Egg and I",1947,"01/05/1947",108,"Universal Pictures",0.214326,"Chester Erskine",2,"Marjorie Main",1,"Percy Kilbride",2,7.1,2202,0,0,7,7.1,10,3.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8952","The Prowler",1951,"25/05/1951",92,"United Artists",0.265503,"Joseph Losey",2,"Van Heflin",2,"Evelyn Keyes",1,7.2,2828,0,0,14,6.2,24,3.625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8953","South Of Pico",2007,"25/10/2007",84,"none",0.001265,"none",1,"Gina Torres",1,"Kip Pardue",2,5.6,409,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8954","Clubland",2007,"03/08/2007",105,"Goalpost Pictures",0.359776,"Cherie Nowlan",0,"Brenda Blethyn",1,"Rebecca Gibney",1,6.5,1826,0,0,8,5.2,8,2.9375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8955","Red Heat",1985,"28/05/1985",104,"Aida United",0.345194,"Robert Collector",0,"Linda Blair",1,"Sylvia Kristel",1,4.9,670,0,0,2,4.3,6,2.58333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8956","Amazon",1990,"14/12/1990",87,"Villealfa Filmproduction Oy",0.241997,"Mika Kaurismäki",2,"Kari Väänänen",0,"Robert Davi",2,5.5,415,0,0,2,5,2,2.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8957","Violent Saturday",1955,"01/04/1955",90,"Twentieth Century Fox Film Corporation",0.912662,"Richard Fleischer",0,"Victor Mature",2,"Richard Egan",2,6.9,1940,0,0,15,6.7,13,3.42307692307692,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8958","Little Men",1998,"08/05/1998",98,"none",0.189669,"Rodney Gibbons",2,"none",0,"none",0,6.2,455,0,0,0,0,43,2.6046511627907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8959","Whoopee!",1930,"05/10/1930",93,"Samuel Goldwyn Company, The",0.068091,"Thornton Freeland",2,"Eddie Cantor",2,"Ethel Shutta",1,6.3,925,0,0,5,5,6,3.58333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8960","Stanley and Livingstone",1939,"18/08/1939",101,"Twentieth Century Fox Film Corporation",0.200945,"Henry King",2,"Spencer Tracy",2,"Nancy Kelly",1,7,1213,0,0,6,6.7,12,2.875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8961","Rollover",1981,"11/10/1981",116,"Orion Pictures",0.373604,"Alan J. Pakula",2,"Jane Fonda",1,"Kris Kristofferson",2,5.4,1034,0,10217873,7,5.6,31,2.62903225806452,16.1396490976166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8962","Dangerous Crossing",1953,"01/08/1953",75,"Twentieth Century Fox Film Corporation",0.093464,"Joseph M. Newman",2,"Jeanne Crain",1,"Michael Rennie",0,7,1613,0,0,7,6,5,2.7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8963","Songwriter",1984,"14/10/1984",94,"TriStar Pictures",0.104616,"Alan Rudolph",2,"Willie Nelson",2,"Kris Kristofferson",2,6.3,508,0,0,1,6,5,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8964","Copkiller",1983,"15/03/1983",117,"Cooperativa Jean Vigò",2.7e-05,"Roberto Faenza",2,"Harvey Keitel",2,"John Lydon",0,5.4,825,0,0,4,4.5,3,2.66666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8965","Lisa, Lisa",1974,"23/07/1974",68,"Frederick Productions",0.000222,"Frederick R. Friedel",0,"Leslie Lee",0,"Jack Canon",2,4.9,1124,0,0,10,5.2,2,2.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8966","Celestial Clockwork",1995,"17/05/1995",85,"Centre National de la Cinématographie",0.021443,"Fina Torres",1,"Ariadna Gil",1,"Arielle Dombasle",0,6.7,359,0,0,1,7,2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8967","Reckless",1984,"03/02/1984",90,"Metro-Goldwyn-Mayer (MGM)",0.13497,"James Foley",2,"Aidan Quinn",2,"Daryl Hannah",1,6.4,1806,0,0,4,5.8,9,3.38888888888889,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8968","Firstborn",1984,"26/10/1984",103,"Paramount Pictures",0.302183,"Michael Apted",2,"Teri Garr",1,"Peter Weller",2,6.3,2081,0,0,11,6.4,10,2.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8969","Rage at Dawn",1955,"26/03/1955",87,"Nat Holt Productions",0.186771,"Tim Whelan",2,"Randolph Scott",2,"Forrest Tucker",0,6,945,0,0,2,7.5,4,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8970","The Wild Life",1984,"28/09/1984",96,"Universal Pictures",0.977193,"Art Linson",2,"Chris Penn",2,"Ilan Mitchell-Smith",2,6.1,2266,0,9500000,14,6.4,10,2.95,16.0668024618339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8971","Las aventuras de Oliver Twist",1999,"06/09/1987",95,"none",3e-04,"Fernando Ruiz",0,"none",0,"Lilia Sixtos",0,5.2,16,0,0,0,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8972","Okul",2004,"09/01/2004",100,"none",0.456521,"Durul Taylan",2,"Deniz Akkaya",0,"Hamdi Alkan",0,4,3207,0,0,5,6.4,2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8973","Orwell Rolls in His Grave",2003,"23/10/2003",84,"none",0.15494,"Robert Kane Pappas",0,"Charles Lewis",0,"Robert McChesney",0,8,1093,0,0,7,7.8,11,4.04545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8974","Buona Sera, Mrs. Campbell",1968,"16/12/1968",108,"United Artists",0.244685,"Melvin Frank",2,"Gina Lollobrigida",1,"Shelley Winters",1,6.8,1358,0,0,3,6.3,8,3.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8975","Paris Holiday",1958,"09/05/1958",103,"Tolda Productions",0.291244,"Gerd Oswald",2,"Bob Hope",2,"Fernandel",2,5.8,365,0,0,4,5.8,1,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8976","Running Hot",1984,"01/02/1984",95,"Highroad",0.15,"Mark Griffiths",2,"Eric Stoltz",2,"Monica Carrico",0,5.9,168,13.1223653774023,0,2,6.5,2,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
